area_type,availability,location,bath,balcony,price,total_sqft_int,bhk
2,0,112,3.0,0.0,45.0,1200.0,2
0,0,426,2.0,1.0,156.0,985.0,2
1,0,271,5.0,3.0,180.0,2400.0,4
0,2,7,2.0,1.0,95.0,1255.0,3
0,2,18,3.0,2.0,131.0,1655.0,3
0,2,0,5.0,3.0,190.0,2830.0,4
0,0,1175,1.0,1.0,276.0,6000.0,1
1,0,2,1.0,1.0,15.0,550.0,2
0,0,767,2.0,1.0,40.0,825.0,1
0,2,22,3.0,1.0,111.0,1634.0,3
2,0,121,6.0,3.0,105.0,1200.0,8
0,0,174,2.0,2.0,80.0,1222.0,2
0,0,55,3.0,2.0,63.0,1500.0,3
0,0,39,4.0,2.0,100.0,1890.0,3
1,0,54,6.0,2.0,375.0,3750.0,4
0,0,51,1.0,1.0,39.5,850.0,2
0,0,0,2.0,3.0,78.5,1295.0,2
0,0,1,2.0,1.0,100.0,1320.0,2
1,0,204,3.0,3.0,179.0,950.0,4
2,0,7,4.0,2.0,225.0,1200.0,4
1,0,123,3.0,3.0,170.0,3000.0,4
1,0,24,2.0,1.0,82.0,1197.0,2
0,0,305,2.0,3.0,60.0,1320.0,3
2,0,155,5.0,2.0,98.5,1180.0,5
0,2,0,1.0,1.0,57.6,840.0,1
0,2,0,1.0,0.0,19.83,640.0,1
0,0,9,3.0,1.0,71.38,1693.0,3
0,0,179,2.0,1.0,62.0,1000.0,2
1,0,119,2.0,1.0,70.0,1305.0,2
1,0,111,1.0,1.0,18.0,450.0,1
0,0,65,1.0,1.0,57.0,705.0,1
0,0,602,6.0,2.0,75.0,750.0,4
1,0,91,5.0,2.0,150.0,4800.0,5
1,0,816,5.0,1.5843757375501535,600.0,5000.0,4
2,0,113,4.0,3.0,425.0,5000.0,4
1,2,0,3.0,2.0,104.0,1991.0,3
0,0,124,3.0,2.0,90.0,1779.0,3
2,0,0,4.0,1.0,1250.0,10200.0,4
0,0,174,2.0,2.0,38.0,870.0,2
0,2,4,3.0,2.0,120.0,1595.0,3
0,2,3,1.0,1.0,26.0,525.0,1
2,0,29,5.0,2.0,120.0,945.0,4
2,2,1292,4.0,2.0,420.0,2400.0,6
0,2,120,4.0,2.0,138.0,2000.0,3
0,0,5,3.0,2.0,93.0,1614.0,3
0,0,55,2.0,3.0,40.0,1200.0,2
1,0,14,3.0,3.0,46.0,1150.0,3
0,0,62,4.0,1.5843757375501535,440.0,3200.0,4
0,2,139,3.0,2.0,80.48,1610.0,3
0,0,0,2.0,2.0,41.0,1190.0,2
0,0,434,2.0,2.0,50.0,1050.0,2
2,0,445,5.0,2.0,420.0,4800.0,4
0,0,12,2.0,1.0,97.0,1460.0,3
0,0,939,3.0,3.0,400.0,3400.0,3
2,0,250,1.0,0.0,33.0,600.0,1
1,0,372,3.0,0.0,70.0,1569.0,3
1,2,433,3.0,2.0,147.0,2600.0,3
0,0,20,1.0,0.0,42.5,645.0,1
2,0,934,3.0,1.0,180.0,1200.0,4
2,0,38,3.0,0.0,95.0,800.0,3
1,0,225,2.0,1.0,80.0,800.0,2
0,0,8,2.0,1.0,90.0,1350.0,2
0,0,103,4.0,1.0,325.0,2780.0,3
0,2,578,2.0,2.0,45.12,1410.0,3
0,0,0,2.0,1.0,35.47,1109.0,2
0,0,279,3.0,2.0,1063.0,2000.0,4
1,0,530,1.0,0.0,72.0,800.0,1
0,0,10,2.0,1.0,68.0,1215.0,2
2,0,141,6.0,0.0,250.0,1230.0,8
1,0,200,4.0,2.0,192.0,2273.0,3
0,2,182,2.0,2.0,52.76,1255.0,2
0,0,258,2.0,1.0,49.0,1020.0,2
0,2,1168,2.0,2.0,82.0,1225.0,3
0,0,110,2.0,1.0,60.0,1120.0,2
2,0,316,5.0,3.0,625.0,2400.0,5
0,0,25,2.0,1.0,69.0,1225.0,3
2,0,0,5.0,3.0,242.0,5200.0,4
1,0,62,4.0,1.0,700.0,4000.0,4
0,0,1,4.0,1.0,145.0,1984.0,3
0,0,31,3.0,1.0,197.0,2425.0,3
2,2,224,3.0,1.0,56.12,1200.0,3
0,2,82,2.0,1.0,45.0,1127.0,2
1,2,0,3.0,2.0,97.0,1655.0,3
0,2,97,1.0,1.0,14.0,500.0,1
2,2,32,3.0,1.0,68.38,1200.0,3
0,0,37,2.0,2.0,43.0,1000.0,2
0,2,65,2.0,2.0,47.88,1225.0,2
0,0,27,2.0,2.0,45.0,1350.0,2
2,2,38,5.0,3.0,95.0,600.0,4
0,0,79,2.0,3.0,49.0,1175.0,2
0,0,527,1.0,2.0,27.0,655.0,1
0,2,33,2.0,1.0,84.86,1311.0,3
2,0,164,4.0,0.0,90.0,600.0,3
3,0,65,2.0,1.0,38.5,1000.0,2
0,0,1161,2.0,1.0,96.0,1196.0,2
1,0,3,2.0,1.0,59.0,1050.0,3
0,0,104,2.0,2.0,52.0,1275.0,3
3,0,1113,2.0,1.0,50.0,927.0,2
0,0,32,2.0,3.0,61.0,1520.0,3
2,0,1201,5.0,2.0,395.0,2400.0,4
1,0,7,2.0,1.0,104.0,1333.0,2
0,2,549,1.0,0.0,18.0,600.0,1
0,2,129,2.0,1.0,34.8,1326.0,3
1,0,30,2.0,2.0,125.0,1370.0,2
0,0,30,2.0,2.0,85.0,1100.0,2
0,0,13,3.0,3.0,100.0,1650.0,3
0,2,25,3.0,2.0,132.0,1917.0,3
3,0,382,3.0,1.5843757375501535,75.0,780.0,3
0,0,155,2.0,1.0,58.11,950.0,2
0,0,1296,2.0,1.0,48.72,1175.0,2
0,0,43,2.0,1.0,43.55,1089.0,2
0,0,90,3.0,2.0,175.0,1804.0,3
0,0,18,2.0,1.0,68.5,1257.0,2
0,0,23,1.0,2.0,19.87,650.0,1
0,0,0,3.0,2.0,150.0,1850.0,3
1,0,416,4.0,1.0,200.0,2800.0,4
1,0,67,2.0,1.5843757375501535,40.0,945.0,2
0,2,30,2.0,1.0,63.85,1161.0,2
0,2,220,3.0,2.0,51.35,1630.0,3
0,0,48,2.0,2.0,60.0,1310.0,3
0,0,484,2.0,1.0,28.0,750.0,2
2,2,0,3.0,1.0,67.77,1200.0,3
0,0,521,2.0,1.0,45.0,1000.0,2
2,0,31,4.0,2.0,225.0,4000.0,4
1,0,159,2.0,2.0,70.0,1315.0,2
0,0,79,2.0,2.0,90.0,1370.0,3
2,0,140,4.0,3.0,150.0,1200.0,5
1,0,17,3.0,3.0,90.0,1465.0,2
2,0,36,3.0,1.5843757375501535,175.0,20000.0,3
0,2,2,2.0,1.0,64.0,1128.0,2
0,0,106,2.0,2.0,70.0,1250.0,3
0,2,7,3.0,2.0,117.0,1645.0,3
0,0,70,2.0,2.0,75.0,1284.0,3
0,2,7,3.0,2.0,199.0,2600.0,3
0,2,239,3.0,2.0,150.0,1820.0,3
0,0,13,3.0,1.0,73.0,1580.0,3
1,0,39,3.0,2.0,125.0,2650.0,3
0,0,10,2.0,1.0,68.0,1215.0,2
0,0,6,2.0,1.0,40.0,1075.0,2
0,0,84,2.0,3.0,78.0,1400.0,3
0,0,66,2.0,1.0,55.0,1400.0,3
1,0,50,2.0,1.0,30.0,845.0,2
0,0,54,4.0,3.0,40.0,2600.0,4
1,0,23,6.0,0.0,385.5,3854.5,4
0,0,329,2.0,1.0,85.0,800.0,2
0,0,49,2.0,1.0,85.0,1199.0,2
0,0,135,2.0,2.0,43.48,1175.0,2
2,0,79,3.0,1.5843757375501535,270.0,2400.0,3
0,0,17,3.0,2.0,109.0,1767.0,3
0,0,1,3.0,1.0,90.0,1800.0,4
0,2,73,3.0,2.0,135.0,1856.0,3
2,0,84,3.0,1.5843757375501535,140.0,1200.0,3
0,2,15,3.0,0.0,150.0,1613.0,3
0,0,34,5.0,1.5843757375501535,795.0,6830.0,4
1,0,0,2.0,0.0,90.0,1290.0,2
0,0,25,2.0,1.0,78.0,1375.0,2
0,0,402,2.0,2.0,57.0,985.0,2
2,0,334,4.0,1.0,200.0,1200.0,4
0,0,110,2.0,1.0,37.5,1099.0,2
0,2,2,1.0,0.0,13.31,605.0,1
0,0,1009,12.0,1.5843757375501535,150.0,6000.0,11
1,0,773,7.0,3.0,160.0,3600.0,7
0,0,8,2.0,1.0,53.0,1200.0,2
1,0,51,2.0,1.0,45.0,1000.0,2
0,0,2,2.0,3.0,38.0,1159.0,3
0,0,1,5.0,1.5843757375501535,340.0,3692.0,5
2,0,388,2.0,1.0,80.0,600.0,2
2,0,271,4.0,3.0,600.0,2400.0,4
1,0,178,2.0,2.0,78.0,1540.0,3
1,0,733,2.0,2.0,93.0,1503.0,3
0,0,94,4.0,2.0,120.0,1850.0,3
1,0,6,3.0,1.0,60.0,1580.0,3
0,0,225,2.0,2.0,39.25,1190.0,2
2,0,675,2.0,1.0,61.0,1200.0,2
2,0,230,7.0,3.0,250.0,1000.0,7
0,2,34,1.0,1.0,19.9,850.0,2
0,0,134,3.0,2.0,285.0,2180.0,3
0,0,379,2.0,1.0,60.0,2500.0,3
2,2,224,3.0,1.0,56.12,1200.0,3
0,0,270,2.0,2.0,52.0,1500.0,3
2,0,908,3.0,2.0,180.0,1200.0,5
0,0,4,3.0,3.0,120.0,1880.0,3
0,0,106,2.0,2.0,45.0,1150.0,2
2,2,25,4.0,2.0,344.0,4408.0,4
0,0,17,2.0,2.0,35.11,924.0,2
0,0,1,6.0,1.5843757375501535,385.0,7800.0,5
2,0,99,6.0,3.0,100.0,600.0,6
2,2,394,4.0,1.0,95.0,750.0,4
1,0,213,3.0,2.0,175.0,1962.0,3
2,0,123,4.0,3.0,240.0,1200.0,5
0,2,258,3.0,2.0,77.27,1765.0,3
0,0,71,2.0,1.0,29.35,1174.0,2
0,2,10,3.0,1.0,115.0,1894.0,3
2,0,29,2.0,2.0,138.0,960.0,4
0,0,208,3.0,2.0,142.0,1760.0,3
1,0,383,3.0,3.0,95.0,1768.0,3
1,0,35,3.0,0.0,97.0,1790.0,3
2,2,352,5.0,1.0,800.0,3500.0,4
2,2,0,2.0,1.0,45.0,1200.0,2
1,0,28,4.0,0.0,160.0,2540.0,4
0,0,95,2.0,1.0,53.4,1137.0,2
2,0,755,6.0,1.5843757375501535,115.0,1200.0,7
0,0,57,2.0,2.0,100.0,1568.0,3
1,0,76,4.0,0.0,393.5,4920.0,4
0,0,219,2.0,1.0,60.0,1308.0,2
0,2,510,4.0,2.0,350.0,3060.0,4
0,0,50,2.0,1.0,41.0,1200.0,3
0,0,738,1.0,2.0,32.0,800.0,1
0,2,2,1.0,1.0,13.5,530.0,1
1,0,50,2.0,1.0,40.0,873.0,3
2,0,980,6.0,3.0,145.0,3000.0,7
2,0,564,4.0,1.0,235.0,1200.0,4
0,0,66,2.0,1.0,33.53,958.0,2
0,0,40,4.0,2.0,160.0,2072.0,3
0,2,73,3.0,3.0,159.0,2273.0,3
2,2,164,3.0,2.0,90.0,600.0,3
0,0,4,1.0,2.0,50.0,760.0,1
0,0,202,2.0,2.0,43.5,1090.0,2
0,0,40,4.0,2.0,155.0,2072.0,3
0,0,17,3.0,1.0,230.0,2666.0,3
0,0,1,2.0,1.0,89.0,1550.0,3
0,2,53,2.0,1.0,50.0,1251.0,2
0,0,2,2.0,1.0,53.0,1070.0,2
0,0,90,2.0,2.0,45.0,1200.0,2
1,0,65,2.0,2.0,60.0,1435.0,3
1,0,82,2.0,3.0,45.0,1400.0,3
0,0,181,3.0,2.0,94.71,2330.0,4
0,0,4,2.0,3.0,60.0,1200.0,2
0,0,49,2.0,2.0,40.0,1000.0,2
0,2,10,2.0,2.0,62.89,1655.0,3
1,0,9,9.0,3.0,240.0,3600.0,9
2,0,781,1.0,1.0,35.0,600.0,1
0,0,20,2.0,1.0,50.0,1175.0,2
0,0,6,2.0,2.0,40.43,1155.0,2
2,0,118,3.0,2.0,98.0,1200.0,3
0,0,45,2.0,2.0,65.0,1149.0,2
2,0,115,4.0,2.0,375.0,3200.0,4
0,0,489,2.0,2.0,55.0,1010.0,2
0,0,54,3.0,2.0,119.0,1718.0,3
0,0,1148,1.0,1.0,20.0,650.0,2
0,0,26,2.0,2.0,77.0,1330.0,2
0,0,27,2.0,2.0,68.0,1200.0,2
0,2,10,3.0,2.0,89.0,1693.0,3
0,2,30,2.0,1.0,165.0,1249.0,2
1,0,4,4.0,1.0,125.0,1800.0,3
2,0,116,2.0,0.0,55.0,900.0,2
0,0,192,2.0,1.0,46.0,1020.0,2
0,0,127,3.0,2.0,77.0,1700.0,3
1,2,49,1.0,1.0,40.0,661.0,1
0,2,10,2.0,2.0,60.16,1280.0,2
2,0,704,4.0,2.0,90.0,1000.0,5
0,0,60,2.0,1.0,48.0,1170.0,2
0,0,4,2.0,1.0,58.0,933.0,1
1,0,1,2.0,0.0,44.0,1150.0,2
0,0,183,6.0,2.0,550.0,3633.0,4
0,0,15,3.0,3.0,130.0,1380.0,3
1,0,235,2.0,1.0,64.8,1050.0,2
0,0,1152,2.0,1.0,37.8,1080.0,2
0,0,24,2.0,1.0,90.0,1303.0,2
0,0,9,2.0,2.0,40.54,1196.0,2
1,0,38,3.0,2.0,180.0,2500.0,5
2,0,1,4.0,1.0,95.0,1200.0,5
0,2,89,3.0,2.0,41.0,1250.0,3
0,0,39,2.0,3.0,87.0,1419.0,3
0,0,26,2.0,3.0,49.0,1200.0,2
1,0,12,2.0,2.0,65.0,1120.0,2
0,0,20,1.0,0.0,45.4,762.5,1
0,0,20,2.0,1.0,75.0,1245.0,2
1,0,540,4.0,3.0,428.0,3978.0,4
0,0,81,2.0,1.0,34.0,1093.0,2
0,2,2,1.0,1.0,26.63,1025.0,2
0,0,7,2.0,1.0,97.0,1345.0,2
2,0,1121,2.0,1.0,45.0,1500.0,2
0,2,72,2.0,1.0,86.0,1180.0,2
0,0,192,2.0,1.0,48.45,1020.0,2
0,0,640,3.0,3.0,85.0,1800.0,3
0,2,199,4.0,1.0,511.0,3621.0,4
0,0,265,3.0,2.0,170.0,2008.0,3
0,2,114,2.0,2.0,39.85,1240.0,3
0,0,65,2.0,1.0,55.0,1020.0,2
0,0,564,3.0,2.0,142.0,2095.0,3
0,0,135,3.0,2.0,62.63,1362.0,3
0,0,5,1.0,0.0,30.84,694.0,1
0,0,64,2.0,2.0,70.0,1404.0,2
0,0,14,2.0,3.0,47.0,1192.0,3
2,0,313,12.0,1.5843757375501535,300.0,1850.0,8
2,0,195,1.0,0.0,35.0,1050.0,4
0,0,64,2.0,1.0,67.48,1259.0,2
0,0,28,2.0,2.0,34.0,1000.0,2
0,2,44,2.0,1.0,49.97,985.0,2
1,0,62,1.0,2.0,60.0,850.0,1
1,0,6,2.0,1.0,50.0,1650.0,3
2,0,15,3.0,1.0,320.0,2400.0,5
0,0,1,4.0,1.0,180.0,1900.0,3
0,0,94,2.0,2.0,86.0,1367.0,2
0,0,15,2.0,2.0,81.0,1210.0,3
0,0,1044,2.0,1.0,48.6,1190.0,2
0,0,23,2.0,2.0,42.0,1175.0,2
0,0,84,4.0,1.5843757375501535,400.0,2800.0,4
0,0,0,2.0,2.0,40.0,1140.0,2
0,0,142,2.0,2.0,33.6,1095.0,2
0,0,71,1.0,0.0,19.55,782.0,1
0,0,113,2.0,2.0,80.0,1435.0,3
0,0,115,2.0,2.0,36.0,725.0,2
1,0,683,2.0,2.0,88.0,1600.0,3
2,0,63,5.0,1.5843757375501535,160.0,1200.0,5
0,0,83,4.0,2.0,300.0,3205.0,4
2,0,218,3.0,1.0,95.0,720.0,4
0,0,233,3.0,1.5843757375501535,90.0,1674.0,3
2,0,453,4.0,2.0,125.0,860.0,4
0,0,13,2.0,2.0,46.0,1243.0,2
0,2,3,3.0,2.0,130.0,1703.0,3
0,2,106,3.0,1.0,71.55,1350.0,3
0,0,70,2.0,1.0,41.21,1145.0,2
0,2,0,2.0,1.0,75.0,1216.0,2
0,0,12,3.0,1.0,60.0,1100.0,2
0,0,1,5.0,1.0,201.0,2425.0,4
2,0,35,4.0,2.0,175.0,2700.0,4
0,0,9,2.0,2.0,40.54,1196.0,2
3,0,3,3.0,3.0,90.0,1600.0,3
0,2,220,3.0,3.0,47.57,1510.0,3
0,0,83,4.0,1.0,326.0,3033.0,4
2,0,149,2.0,1.0,72.0,780.0,2
0,0,13,2.0,2.0,47.0,1194.0,2
1,0,168,2.0,2.0,110.0,1250.0,2
2,0,1,4.0,1.0,169.0,1480.0,5
2,0,70,4.0,1.0,100.0,1250.0,4
2,0,443,4.0,2.0,160.0,1350.0,4
1,0,216,2.0,0.0,48.0,620.0,1
0,0,9,3.0,2.0,60.65,1630.0,3
1,0,11,2.0,0.0,45.0,1020.0,2
0,2,83,2.0,2.0,53.58,1410.0,3
3,2,56,2.0,1.0,100.0,1181.7,2
2,0,385,8.0,3.0,270.0,1200.0,9
0,0,1,3.0,2.0,113.0,1691.0,3
1,0,19,4.0,0.0,83.0,1200.0,4
0,0,174,2.0,3.0,60.0,1200.0,2
0,0,92,2.0,2.0,50.0,1050.0,2
0,0,138,3.0,2.0,77.99,1300.0,3
0,2,0,2.0,1.0,94.84,1356.0,2
0,2,0,2.0,1.0,103.0,1338.0,2
0,0,1042,1.0,1.0,20.0,500.0,1
0,2,398,2.0,1.0,100.0,1280.0,3
0,0,9,3.0,3.0,51.77,1531.0,3
0,2,715,4.0,1.0,1600.0,11000.0,4
1,0,87,1.0,1.0,23.5,620.0,2
0,0,43,2.0,2.0,65.0,1605.0,3
0,0,4,3.0,2.0,110.0,1917.0,3
2,0,38,3.0,1.0,340.0,1200.0,4
0,0,698,3.0,2.0,943.0,2750.0,3
1,0,1,3.0,2.0,55.0,1400.0,3
1,0,136,3.0,3.0,175.0,2625.0,3
1,0,79,2.0,1.0,55.0,1100.0,2
0,0,11,3.0,3.0,128.0,2041.0,3
0,0,1,4.0,2.0,160.0,2070.0,3
0,0,7,3.0,3.0,59.0,1110.0,3
1,0,718,3.0,1.0,110.0,1650.0,3
2,2,94,4.0,3.0,255.0,3565.0,4
0,2,182,2.0,2.0,30.47,1033.0,3
0,0,46,2.0,2.0,65.0,1142.0,2
0,0,263,2.0,2.0,75.0,1500.0,3
0,0,14,3.0,3.0,50.0,1502.0,3
0,0,348,2.0,1.0,45.0,1176.0,3
0,2,33,2.0,1.0,32.8,1063.0,2
1,0,156,2.0,1.0,60.0,1100.0,2
2,0,270,2.0,2.0,85.0,1044.0,2
2,0,1,3.0,2.0,700.0,5400.0,3
1,0,130,2.0,2.0,60.0,1216.0,2
0,0,473,3.0,2.0,55.0,1425.0,3
2,0,277,8.0,2.0,150.0,1200.0,8
0,0,60,2.0,2.0,108.0,1345.0,2
0,0,8,2.0,1.0,130.0,1248.0,2
2,0,873,4.0,2.0,325.0,1830.0,4
1,0,510,1.0,0.0,130.0,900.0,2
1,0,17,4.0,1.5843757375501535,245.0,3600.0,4
0,0,6,2.0,1.0,35.88,1025.0,2
2,0,412,1.0,1.0,99.0,840.0,2
0,0,85,2.0,1.5843757375501535,90.0,3050.0,3
0,0,203,2.0,2.0,75.0,1424.0,3
1,0,132,3.0,1.0,268.0,2500.0,3
2,0,204,6.0,1.5843757375501535,230.0,1200.0,6
0,2,843,2.0,2.0,45.0,1285.0,2
0,0,119,2.0,1.0,55.99,1450.0,2
0,2,9,2.0,1.0,70.0,1160.0,2
2,0,74,3.0,0.0,350.0,2700.0,3
2,2,623,2.0,2.0,95.0,2000.0,3
0,0,6,2.0,1.0,47.65,1125.0,2
1,0,31,4.0,2.0,175.0,3900.0,4
1,0,9,2.0,1.0,38.37,1133.0,2
0,0,169,2.0,2.0,60.0,1240.0,2
0,2,76,3.0,3.0,77.59,1466.0,3
0,0,283,4.0,2.0,411.0,3870.0,4
0,0,53,2.0,2.0,115.0,1610.0,3
0,0,1,3.0,2.0,56.0,1220.0,3
1,0,37,2.0,2.0,48.0,1225.0,2
0,0,39,2.0,1.0,54.0,1300.0,2
0,2,4,4.0,1.0,123.0,1996.0,3
0,0,438,2.0,2.0,55.0,1320.0,3
0,0,15,3.0,2.0,240.0,1800.0,3
0,0,257,3.0,3.0,175.0,1835.0,3
0,0,1,3.0,2.0,90.0,1435.0,3
0,0,0,3.0,1.5843757375501535,400.0,4097.0,3
0,0,137,3.0,3.0,70.0,1601.0,3
0,0,203,2.0,2.0,93.0,1257.0,2
0,0,120,5.0,1.0,260.0,3596.0,4
0,0,25,2.0,2.0,95.0,1309.0,2
2,0,21,2.0,0.0,100.0,1362.0,2
0,0,0,2.0,1.0,55.0,1115.0,2
0,0,0,3.0,2.0,90.0,1870.0,3
0,2,726,2.0,1.0,61.99,1322.0,2
0,0,620,2.0,1.0,65.0,1450.0,3
0,0,26,2.0,2.0,67.0,1185.0,2
0,0,12,3.0,3.0,120.0,1790.0,3
2,0,0,4.0,2.0,208.0,3450.0,3
0,0,44,2.0,2.0,52.5,1050.0,2
0,0,45,1.0,0.0,27.375,693.0,1
2,0,1,4.0,2.0,750.0,5400.0,4
0,0,76,1.0,0.0,39.0,775.0,1
1,0,18,2.0,2.0,48.0,1000.0,2
0,2,4,2.0,1.0,77.25,1183.0,2
0,2,143,3.0,2.0,178.0,1282.0,3
0,0,583,1.0,1.0,15.0,425.0,1
1,0,292,2.0,2.0,30.0,820.0,2
0,0,257,4.0,1.5843757375501535,792.0,2230.0,4
1,0,7,2.0,2.0,52.0,1200.0,2
0,2,53,2.0,2.0,43.6,1151.0,2
0,0,51,2.0,2.0,59.0,1320.0,3
3,2,491,3.0,2.0,68.0,1450.0,3
0,0,147,2.0,3.0,50.79,1270.0,3
0,0,54,3.0,2.0,123.0,1847.0,3
0,2,76,2.0,1.0,49.87,1020.0,1
0,0,104,3.0,1.5843757375501535,95.0,1650.0,3
0,0,257,4.0,3.0,242.0,2380.0,4
1,0,2,2.0,1.5843757375501535,78.0,2400.0,3
0,0,22,2.0,2.0,44.0,1160.0,2
0,2,13,4.0,3.0,154.0,2805.0,4
0,2,57,3.0,0.0,47.6,1360.0,3
0,0,59,2.0,1.0,49.0,1089.0,2
0,0,5,2.0,2.0,60.0,1115.0,2
0,0,80,2.0,1.0,45.0,1215.0,2
0,0,1,2.0,1.0,51.0,1194.0,2
0,2,153,3.0,1.0,104.0,1536.0,3
0,0,47,2.0,2.0,55.5,1255.0,2
0,2,2,3.0,2.0,83.0,1571.0,3
2,0,579,1.0,0.0,70.0,900.0,2
0,0,325,2.0,2.0,125.0,1517.0,2
0,0,45,1.0,1.0,35.4,664.0,1
0,0,193,2.0,1.0,58.0,1230.0,2
0,0,54,2.0,2.0,72.0,1340.0,2
0,0,71,2.0,1.0,29.38,1175.0,2
2,0,183,4.0,1.0,600.0,3569.0,4
0,0,23,2.0,2.0,43.1,1240.0,2
0,0,2,2.0,1.0,44.1,1470.0,3
0,0,12,3.0,2.0,117.0,1680.0,3
0,0,818,2.0,2.0,35.0,1000.0,2
0,0,135,2.0,1.0,51.0,1071.0,2
0,0,166,3.0,1.5843757375501535,80.0,1512.0,3
1,0,86,2.0,1.0,341.0,3435.0,4
0,2,479,3.0,1.0,455.0,3144.0,3
1,0,151,2.0,1.0,60.0,1190.0,2
0,0,232,2.0,3.0,80.0,1550.0,3
0,2,3,2.0,2.0,63.22,1283.0,2
1,0,177,2.0,2.0,73.0,1325.0,2
0,0,0,2.0,1.0,35.36,1105.0,2
0,0,174,3.0,2.0,74.5,1600.0,3
2,0,612,2.0,2.0,35.0,400.0,4
0,0,47,2.0,1.0,44.55,1100.0,2
0,2,73,3.0,3.0,147.0,2099.0,3
0,0,145,2.0,1.0,72.0,1365.0,3
0,0,88,3.0,3.0,132.0,1485.0,2
0,0,60,2.0,1.0,55.0,1250.0,2
0,0,98,2.0,2.0,56.12,1290.0,3
0,0,17,2.0,1.0,46.79,1170.0,2
0,2,3,2.0,3.0,91.06,1328.0,2
0,2,11,2.0,1.0,87.0,1232.0,2
0,0,125,2.0,2.0,88.5,1180.0,2
0,0,2,3.0,2.0,66.0,1350.0,3
0,2,359,4.0,1.5843757375501535,280.0,3602.0,4
0,0,214,4.0,1.0,145.0,2400.0,4
0,0,14,2.0,2.0,32.0,1020.0,2
0,0,22,2.0,3.0,49.34,1410.0,3
1,0,256,3.0,2.0,120.0,2159.0,3
0,2,41,2.0,0.0,66.0,1200.0,3
0,0,47,2.0,1.0,57.5,1255.0,2
0,2,0,2.0,1.0,42.79,1074.0,2
2,2,766,3.0,2.0,72.0,1200.0,3
0,2,23,2.0,2.0,35.41,1170.0,3
0,2,91,1.0,0.0,31.315,728.5,1
0,0,89,2.0,1.5843757375501535,100.0,1660.0,3
2,0,672,6.0,1.0,95.0,900.0,5
1,0,1022,3.0,0.0,175.0,1850.0,6
1,0,557,1.0,0.0,34.0,510.0,1
0,0,95,3.0,2.0,95.0,1601.0,3
0,2,22,2.0,1.0,42.0,952.0,2
0,0,890,2.0,3.0,65.0,1166.0,2
1,0,362,2.0,1.0,260.0,2700.0,3
1,0,14,3.0,1.0,97.0,1900.0,4
2,0,263,2.0,0.0,175.0,1350.0,3
0,2,13,2.0,2.0,96.0,1520.0,3
2,0,470,6.0,3.0,100.0,2100.0,4
0,0,201,2.0,2.0,50.0,1175.0,2
0,0,222,2.0,2.0,68.0,1432.0,2
0,2,112,2.0,1.0,39.77,1005.0,2
0,0,212,2.0,1.0,80.0,1309.0,2
0,0,242,4.0,2.0,370.0,2251.0,3
0,0,12,2.0,1.0,77.0,1050.0,2
0,2,3,3.0,2.0,53.0,1100.0,3
2,0,144,3.0,3.0,310.0,2400.0,3
0,0,22,2.0,2.0,56.34,1565.0,3
1,0,414,2.0,1.0,56.0,940.0,2
0,2,680,2.0,1.0,40.1,1015.0,2
2,0,103,2.0,0.0,360.0,2400.0,3
0,0,2,3.0,3.0,110.0,1652.0,3
0,0,0,2.0,2.0,52.0,1100.0,2
0,0,212,4.0,1.0,145.0,2340.0,4
0,2,30,2.0,1.0,179.0,1084.0,2
2,0,156,1.0,1.0,81.0,1200.0,2
0,0,366,3.0,3.0,69.0,1400.0,3
2,2,146,5.0,0.0,320.0,2400.0,4
0,2,14,2.0,1.0,27.43,1020.0,2
0,0,0,2.0,1.0,90.33,1267.0,2
0,0,56,4.0,3.0,185.0,2439.0,4
1,0,345,3.0,1.5843757375501535,95.0,1645.0,3
0,0,79,2.0,2.0,75.0,1100.0,3
1,2,2,2.0,1.0,38.12,1320.0,3
0,2,97,2.0,1.0,29.7,1000.0,2
1,0,0,5.0,2.0,550.0,5000.0,4
1,0,19,6.0,3.0,58.0,2500.0,6
2,0,75,2.0,1.0,160.0,2480.0,2
1,0,151,2.0,2.0,44.5,1086.0,2
0,2,28,1.0,1.0,18.0,416.0,1
1,0,11,2.0,1.0,52.23,1066.0,2
0,0,148,3.0,1.0,93.0,1730.0,3
0,2,61,2.0,1.0,63.86,1205.0,2
0,0,8,5.0,2.0,175.0,2500.0,4
0,0,66,2.0,1.0,55.0,960.0,2
0,2,13,3.0,2.0,83.05,1510.0,3
1,0,276,4.0,2.0,90.0,1600.0,4
1,0,31,3.0,2.0,142.0,2300.0,3
1,0,431,2.0,1.0,63.0,1000.0,2
0,0,147,2.0,1.0,46.39,1160.0,2
0,2,27,2.0,2.0,58.23,1553.0,3
0,0,86,5.0,1.5843757375501535,345.0,3436.0,4
0,2,117,2.0,2.0,45.0,1134.0,2
2,0,214,4.0,2.0,80.0,600.0,4
2,0,70,3.0,3.0,80.0,2400.0,5
2,2,0,4.0,1.0,143.0,2400.0,4
0,0,412,2.0,2.0,65.0,1350.0,2
0,0,23,2.0,1.0,42.0,1032.0,2
0,0,654,3.0,2.0,117.0,1998.0,3
0,2,191,2.0,2.0,48.0,1225.0,2
0,0,1,2.0,2.0,67.0,1262.0,2
0,2,223,3.0,2.0,115.0,1842.0,3
0,0,788,2.0,1.5843757375501535,60.0,1300.0,2
0,2,114,2.0,2.0,38.6,1070.0,2
